state,district,month,demographic_pressure_index
Andhra Pradesh,Ananthapuramu,2025-07,-0.28892927098287796
Andhra Pradesh,Ananthapuramu,2025-08,-0.4018109705827548
Andhra Pradesh,Ananthapuramu,2025-09,0.8972740125653224
Andhra Pradesh,Ananthapuramu,2025-10,0.21814769935427616
Andhra Pradesh,Ananthapuramu,2025-11,1.0023900857986345
Andhra Pradesh,Ananthapuramu,2025-12,2.3113453136457904
Andhra Pradesh,Annamayya,2025-01,-1.4614390526135415
Andhra Pradesh,Annamayya,2025-02,-1.0473187180509351
Andhra Pradesh,Annamayya,2025-03,1.185668490734918
Andhra Pradesh,Annamayya,2025-04,0.661044829268448
Andhra Pradesh,Annamayya,2025-05,-1.6212199081863532
Andhra Pradesh,Annamayya,2025-06,-0.43300118441270136
Andhra Pradesh,Annamayya,2025-07,-0.4112317957080705
Andhra Pradesh,Annamayya,2025-08,0.7038712506126503
Andhra Pradesh,Annamayya,2025-09,-0.14635917313252841
Andhra Pradesh,Annamayya,2025-10,1.217788306743069
Andhra Pradesh,Annamayya,2025-11,-0.03995606747085132
Andhra Pradesh,Annamayya,2025-12,1.39215302221589
Andhra Pradesh,Bapatla,2025-01,-0.4397845395411604
Andhra Pradesh,Bapatla,2025-02,-0.5105967719800255
Andhra Pradesh,Bapatla,2025-03,2.398536937325557
Andhra Pradesh,Bapatla,2025-04,0.8434859247758069
Andhra Pradesh,Bapatla,2025-05,-1.3567600869469645
Andhra Pradesh,Bapatla,2025-06,-0.19847719023214755
Andhra Pradesh,Bapatla,2025-07,-0.6405221481143102
Andhra Pradesh,Bapatla,2025-08,-0.4010811292614718
Andhra Pradesh,Bapatla,2025-09,0.2626214296276944
Andhra Pradesh,Bapatla,2025-10,1.1690993982157925
Andhra Pradesh,Bapatla,2025-11,-1.0923180977144613
Andhra Pradesh,Bapatla,2025-12,-0.03420372615431698
Andhra Pradesh,Chittoor,2025-01,1.683183551665933
Andhra Pradesh,Chittoor,2025-02,-1.2409246661593787
Andhra Pradesh,Chittoor,2025-03,-0.42293855812566383
Andhra Pradesh,Chittoor,2025-04,-0.11110766761187676
Andhra Pradesh,Chittoor,2025-05,-1.2588828405379888
Andhra Pradesh,Chittoor,2025-06,-0.40707244814759613
Andhra Pradesh,Chittoor,2025-07,-1.4648491456840278
Andhra Pradesh,Chittoor,2025-08,-0.052729564096717536
Andhra Pradesh,Chittoor,2025-09,0.10160517966005514
Andhra Pradesh,Chittoor,2025-10,1.3934425661290184
Andhra Pradesh,Chittoor,2025-11,0.8918397052456231
Andhra Pradesh,Chittoor,2025-12,0.8884338876626299
Andhra Pradesh,Cuddapah,2025-01,1.1772705545956221
Andhra Pradesh,Cuddapah,2025-02,-0.7534259137961082
Andhra Pradesh,Cuddapah,2025-03,-0.004412631191129837
Andhra Pradesh,Cuddapah,2025-04,0.22107341587831425
Andhra Pradesh,Cuddapah,2025-05,-1.3900696379849824
Andhra Pradesh,Cuddapah,2025-06,-0.6211590303291179
Andhra Pradesh,Cuddapah,2025-07,-1.7764807440926418
Andhra Pradesh,Cuddapah,2025-08,-0.18400144747242905
Andhra Pradesh,Cuddapah,2025-09,0.46946855594149356
Andhra Pradesh,Cuddapah,2025-10,1.9600770192224144
Andhra Pradesh,Cuddapah,2025-11,0.34883846982836964
Andhra Pradesh,Cuddapah,2025-12,0.5528213894001941
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-01,-0.45958684965273666
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-02,0.1269220363734428
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-03,-1.0685423243609002
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-04,0.32153024798396
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-05,-1.0210374612914193
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-06,-0.022952703970946925
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-07,0.5284445670933768
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-08,-1.5360734478140388
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09,0.11503136386137665
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-10,-0.48329928321635207
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-11,2.23732040716876
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12,1.2622434478254805
Andhra Pradesh,East Godavari,2025-01,1.4161514814548655
Andhra Pradesh,East Godavari,2025-02,-1.0038162579338774
Andhra Pradesh,East Godavari,2025-03,-0.30744361294167855
Andhra Pradesh,East Godavari,2025-04,-0.034647605462980985
Andhra Pradesh,East Godavari,2025-05,-0.8876852947774975
Andhra Pradesh,East Godavari,2025-06,-0.5650585587840284
Andhra Pradesh,East Godavari,2025-07,-1.9467827353734766
Andhra Pradesh,East Godavari,2025-08,-0.40319867374000523
Andhra Pradesh,East Godavari,2025-09,0.6420360364304645
Andhra Pradesh,East Godavari,2025-10,0.6407276147529384
Andhra Pradesh,East Godavari,2025-11,1.1615357586237627
Andhra Pradesh,East Godavari,2025-12,1.2881818477515177
Andhra Pradesh,Eluru,2025-01,-0.44714339010309007
Andhra Pradesh,Eluru,2025-02,-0.6207369502715507
Andhra Pradesh,Eluru,2025-03,1.568029384125292
Andhra Pradesh,Eluru,2025-04,1.0270293787622713
Andhra Pradesh,Eluru,2025-05,-0.49515408886942286
Andhra Pradesh,Eluru,2025-06,0.5287822831600096
Andhra Pradesh,Eluru,2025-07,-1.715723239167214
Andhra Pradesh,Eluru,2025-08,-0.6930544313567504
Andhra Pradesh,Eluru,2025-09,1.0801326373297042
Andhra Pradesh,Eluru,2025-10,-1.351350130606597
Andhra Pradesh,Eluru,2025-11,0.9678108213233837
Andhra Pradesh,Eluru,2025-12,0.15137772567395946
Andhra Pradesh,Guntur,2025-01,1.7016054367785882
Andhra Pradesh,Guntur,2025-02,-1.2495570962662519
Andhra Pradesh,Guntur,2025-03,-0.10043919436793232
Andhra Pradesh,Guntur,2025-04,-0.19946174113015644
Andhra Pradesh,Guntur,2025-05,-1.113690760146606
Andhra Pradesh,Guntur,2025-06,-0.46397753765825617
Andhra Pradesh,Guntur,2025-07,-1.5293643335747542
Andhra Pradesh,Guntur,2025-08,-0.2674071185554781
Andhra Pradesh,Guntur,2025-09,0.20308762525477728
Andhra Pradesh,Guntur,2025-10,1.5694072783658506
Andhra Pradesh,Guntur,2025-11,0.535196821336115
Andhra Pradesh,Guntur,2025-12,0.9146006199641123
Andhra Pradesh,Hyderabad,2025-01,0.6267669831121638
Andhra Pradesh,Hyderabad,2025-02,-0.7634813074044274
Andhra Pradesh,Hyderabad,2025-03,0.6120124244439064
Andhra Pradesh,Hyderabad,2025-04,0.6688510084045818
Andhra Pradesh,Hyderabad,2025-05,-1.8425723495615374
Andhra Pradesh,Hyderabad,2025-06,-1.1950386534277961
Andhra Pradesh,Hyderabad,2025-07,-1.3521881982679138
Andhra Pradesh,Hyderabad,2025-08,1.2037426824630757
Andhra Pradesh,Hyderabad,2025-09,-0.16326586077970004
Andhra Pradesh,Hyderabad,2025-10,0.9563389185824883
Andhra Pradesh,Hyderabad,2025-11,0.18813145931344916
Andhra Pradesh,Hyderabad,2025-12,1.0607028931217046
Andhra Pradesh,K.V. Rangareddy,2025-01,-0.5387948796455829
Andhra Pradesh,K.V. Rangareddy,2025-02,-1.2076436957573409
Andhra Pradesh,K.V. Rangareddy,2025-03,0.46447834452205394
Andhra Pradesh,K.V. Rangareddy,2025-04,1.467751568689691
Andhra Pradesh,K.V. Rangareddy,2025-05,-1.5420681038132198
Andhra Pradesh,K.V. Rangareddy,2025-06,0.798902752577933
Andhra Pradesh,K.V. Rangareddy,2025-07,0.798902752577933
Andhra Pradesh,K.V. Rangareddy,2025-08,0.130053936466175
Andhra Pradesh,K.V. Rangareddy,2025-09,1.467751568689691
Andhra Pradesh,K.V. Rangareddy,2025-10,-0.7617444850161689
Andhra Pradesh,K.V. Rangareddy,2025-11,0.130053936466175
Andhra Pradesh,K.V. Rangareddy,2025-12,-1.2076436957573409
Andhra Pradesh,K.V.Rangareddy,2025-01,0.4947549909512058
Andhra Pradesh,K.V.Rangareddy,2025-02,-0.9368764722267514
Andhra Pradesh,K.V.Rangareddy,2025-03,0.07368691354592435
Andhra Pradesh,K.V.Rangareddy,2025-04,-0.09474031741618835
Andhra Pradesh,K.V.Rangareddy,2025-05,-1.4421581651130893
Andhra Pradesh,K.V.Rangareddy,2025-06,-0.1789539328972446
Andhra Pradesh,K.V.Rangareddy,2025-07,-1.1053037031888642
Andhra Pradesh,K.V.Rangareddy,2025-08,-1.0210900877078077
Andhra Pradesh,K.V.Rangareddy,2025-09,0.3263277599890933
Andhra Pradesh,K.V.Rangareddy,2025-10,1.3368911457617692
Andhra Pradesh,K.V.Rangareddy,2025-11,2.0948136850912764
Andhra Pradesh,K.V.Rangareddy,2025-12,0.4526481832106778
Andhra Pradesh,Kakinada,2025-01,-0.2218988354777704
Andhra Pradesh,Kakinada,2025-02,-0.02576993877129258
Andhra Pradesh,Kakinada,2025-03,-0.5492856831333977
Andhra Pradesh,Kakinada,2025-04,0.5270929811337157
Andhra Pradesh,Kakinada,2025-05,-1.2789258905559777
Andhra Pradesh,Kakinada,2025-06,-1.04213216006218
Andhra Pradesh,Kakinada,2025-07,0.4494981853575741
Andhra Pradesh,Kakinada,2025-08,-1.2680660832007007
Andhra Pradesh,Kakinada,2025-09,0.7203129301821498
Andhra Pradesh,Kakinada,2025-10,2.5107446613484443
Andhra Pradesh,Kakinada,2025-11,0.09915581716878123
Andhra Pradesh,Kakinada,2025-12,0.07927401601065931
Andhra Pradesh,Karim Nagar,2025-01,-1.0176792205573308
Andhra Pradesh,Karim Nagar,2025-02,0.8922779895881813
Andhra Pradesh,Karim Nagar,2025-03,-0.0974271102144931
Andhra Pradesh,Karim Nagar,2025-04,0.18038484762485374
Andhra Pradesh,Karim Nagar,2025-05,-2.146290299279679
Andhra Pradesh,Karim Nagar,2025-06,0.8054617527633852
Andhra Pradesh,Karim Nagar,2025-07,0.4581968054642012
Andhra Pradesh,Karim Nagar,2025-08,0.6897067703303237
Andhra Pradesh,Karim Nagar,2025-09,-1.208674941571882
Andhra Pradesh,Karim Nagar,2025-10,0.4581968054642012
Andhra Pradesh,Karim Nagar,2025-11,1.4999916473617532
Andhra Pradesh,Karim Nagar,2025-12,-0.5141450469735139
Andhra Pradesh,Karimnagar,2025-01,-0.26276254914000313
Andhra Pradesh,Karimnagar,2025-02,-0.4264500727524809
Andhra Pradesh,Karimnagar,2025-03,2.153550928616003
Andhra Pradesh,Karimnagar,2025-04,0.0448381663733782
Andhra Pradesh,Karimnagar,2025-05,-1.535185866080623
Andhra Pradesh,Karimnagar,2025-06,0.4073675810855776
Andhra Pradesh,Karimnagar,2025-07,-1.651360064886123
Andhra Pradesh,Karimnagar,2025-08,0.13115469368580626
Andhra Pradesh,Karimnagar,2025-09,0.22437654318322933
Andhra Pradesh,Karimnagar,2025-10,1.308857392336579
Andhra Pradesh,Karimnagar,2025-11,-0.221016737748901
Andhra Pradesh,Karimnagar,2025-12,-0.1733700146724407
Andhra Pradesh,Khammam,2025-01,2.4917112722904777
Andhra Pradesh,Khammam,2025-02,-0.363238298509221
Andhra Pradesh,Khammam,2025-03,0.2075486364641945
Andhra Pradesh,Khammam,2025-04,0.020568284977485526
Andhra Pradesh,Khammam,2025-05,-1.2321462488844916
Andhra Pradesh,Khammam,2025-06,-0.10387815337541867
Andhra Pradesh,Khammam,2025-07,-1.4212631134830689
Andhra Pradesh,Khammam,2025-08,-0.8364105851691028
Andhra Pradesh,Khammam,2025-09,-0.523210440531436
Andhra Pradesh,Khammam,2025-10,0.787762847604919
Andhra Pradesh,Khammam,2025-11,0.4940854084476626
Andhra Pradesh,Khammam,2025-12,0.47847039016799386
Andhra Pradesh,Krishna,2025-01,1.6276069525115486
Andhra Pradesh,Krishna,2025-02,-1.1104008029879375
Andhra Pradesh,Krishna,2025-03,0.03904356425647995
Andhra Pradesh,Krishna,2025-04,-0.43176502359080976
Andhra Pradesh,Krishna,2025-05,-1.2590163136670411
Andhra Pradesh,Krishna,2025-06,0.1536802659865961
Andhra Pradesh,Krishna,2025-07,-1.7580103534098857
Andhra Pradesh,Krishna,2025-08,-0.25121355068473217
Andhra Pradesh,Krishna,2025-09,0.27272515913476847
Andhra Pradesh,Krishna,2025-10,0.8608473536507343
Andhra Pradesh,Krishna,2025-11,0.3675569843023645
Andhra Pradesh,Krishna,2025-12,1.4889457644979158
Andhra Pradesh,Kurnool,2025-01,1.2650044302742238
Andhra Pradesh,Kurnool,2025-02,-1.2942348362384755
Andhra Pradesh,Kurnool,2025-03,-0.17947893867023934
Andhra Pradesh,Kurnool,2025-04,0.3073811556159329
Andhra Pradesh,Kurnool,2025-05,-1.1747109702558385
Andhra Pradesh,Kurnool,2025-06,-0.06756187104999134
Andhra Pradesh,Kurnool,2025-07,-1.6064582595858001
Andhra Pradesh,Kurnool,2025-08,-0.4265856902079172
Andhra Pradesh,Kurnool,2025-09,-0.045826235997748765
Andhra Pradesh,Kurnool,2025-10,1.86530974803265
Andhra Pradesh,Kurnool,2025-11,0.8341185022492394
Andhra Pradesh,Kurnool,2025-12,0.5230429658339752
Andhra Pradesh,Mahabub Nagar,2025-01,-0.4957907057403631
Andhra Pradesh,Mahabub Nagar,2025-02,0.34646729716468827
Andhra Pradesh,Mahabub Nagar,2025-03,0.5096955923013262
Andhra Pradesh,Mahabub Nagar,2025-04,0.9947168121359075
Andhra Pradesh,Mahabub Nagar,2025-05,-1.4980124378793198
Andhra Pradesh,Mahabub Nagar,2025-06,0.25669173483953744
Andhra Pradesh,Mahabub Nagar,2025-07,-1.0094157411036504
Andhra Pradesh,Mahabub Nagar,2025-08,-0.45008678310210454
Andhra Pradesh,Mahabub Nagar,2025-09,-0.7154767876654382
Andhra Pradesh,Mahabub Nagar,2025-10,2.4945516611628435
Andhra Pradesh,Mahabub Nagar,2025-11,-0.10513098604667662
Andhra Pradesh,Mahabub Nagar,2025-12,-0.32820965606674823
Andhra Pradesh,Mahabubnagar,2025-01,0.11470772219862131
Andhra Pradesh,Mahabubnagar,2025-02,0.11470772219862131
Andhra Pradesh,Mahabubnagar,2025-03,1.376492666383457
Andhra Pradesh,Mahabubnagar,2025-04,0.11470772219862131
Andhra Pradesh,Mahabubnagar,2025-06,1.376492666383457
Andhra Pradesh,Mahabubnagar,2025-07,-1.1470772219862142
Andhra Pradesh,Mahabubnagar,2025-08,-1.1470772219862142
Andhra Pradesh,Mahabubnagar,2025-09,-1.1470772219862142
Andhra Pradesh,Mahabubnagar,2025-10,0.11470772219862131
Andhra Pradesh,Mahabubnagar,2025-11,1.376492666383457
Andhra Pradesh,Mahabubnagar,2025-12,-1.1470772219862142
Andhra Pradesh,Mahbubnagar,2025-01,0.11432035852125141
Andhra Pradesh,Mahbubnagar,2025-02,0.7563760022385873
Andhra Pradesh,Mahbubnagar,2025-03,1.3604499592133856
Andhra Pradesh,Mahbubnagar,2025-04,0.5398958694719134
Andhra Pradesh,Mahbubnagar,2025-05,-2.0825280173345067
Andhra Pradesh,Mahbubnagar,2025-06,0.24369258907707322
Andhra Pradesh,Mahbubnagar,2025-07,-1.9976816080551165
Andhra Pradesh,Mahbubnagar,2025-08,-0.23792704318238905
Andhra Pradesh,Mahbubnagar,2025-09,0.26098832172727465
Andhra Pradesh,Mahbubnagar,2025-10,0.8628544762214723
Andhra Pradesh,Mahbubnagar,2025-11,0.0968290726279661
Andhra Pradesh,Mahbubnagar,2025-12,0.08273001947309284
Andhra Pradesh,Medak,2025-01,0.006004840558255605
Andhra Pradesh,Medak,2025-02,-0.5765720247722932
Andhra Pradesh,Medak,2025-03,0.9282890934518967
Andhra Pradesh,Medak,2025-04,-0.40335943891954984
Andhra Pradesh,Medak,2025-05,-1.657088631758455
Andhra Pradesh,Medak,2025-06,0.19326169012878872
Andhra Pradesh,Medak,2025-07,-2.011392698627109
Andhra Pradesh,Medak,2025-08,0.4384909783432464
Andhra Pradesh,Medak,2025-09,-0.12910617798603904
Andhra Pradesh,Medak,2025-10,1.4044224915895434
Andhra Pradesh,Medak,2025-11,0.8989425954547807
Andhra Pradesh,Medak,2025-12,0.9081072825369364
Andhra Pradesh,N. T. R,2025-01,-0.18263988377314436
Andhra Pradesh,N. T. R,2025-02,-0.7770560337089524
Andhra Pradesh,N. T. R,2025-03,-1.5251117194556663
Andhra Pradesh,N. T. R,2025-04,-0.511607142171064
Andhra Pradesh,N. T. R,2025-05,0.23205722956461783
Andhra Pradesh,N. T. R,2025-06,-1.0765050076495999
Andhra Pradesh,N. T. R,2025-07,0.5017925744449278
Andhra Pradesh,N. T. R,2025-08,0.3950145827474808
Andhra Pradesh,N. T. R,2025-09,-0.02237969277024103
Andhra Pradesh,N. T. R,2025-10,-0.6482608505447549
Andhra Pradesh,N. T. R,2025-11,2.124200722910196
Andhra Pradesh,N. T. R,2025-12,1.4904952204062063
Andhra Pradesh,Nalgonda,2025-01,0.3699897302452635
Andhra Pradesh,Nalgonda,2025-02,-0.006574042211605998
Andhra Pradesh,Nalgonda,2025-03,1.2923375654676168
Andhra Pradesh,Nalgonda,2025-04,-0.09778715695145768
Andhra Pradesh,Nalgonda,2025-05,-1.414132981999986
Andhra Pradesh,Nalgonda,2025-06,0.012682059789029386
Andhra Pradesh,Nalgonda,2025-07,-2.2894181345627937
Andhra Pradesh,Nalgonda,2025-08,0.26498637061786706
Andhra Pradesh,Nalgonda,2025-09,-0.27240218202525557
Andhra Pradesh,Nalgonda,2025-10,0.8574818167912636
Andhra Pradesh,Nalgonda,2025-11,-0.14581047206235406
Andhra Pradesh,Nalgonda,2025-12,1.4286474269024185
Andhra Pradesh,Nandyal,2025-01,-0.5664553456636422
Andhra Pradesh,Nandyal,2025-02,0.010367117188666633
Andhra Pradesh,Nandyal,2025-03,-0.556579114096844
Andhra Pradesh,Nandyal,2025-04,1.6850390619089446
Andhra Pradesh,Nandyal,2025-05,0.039441282895615486
Andhra Pradesh,Nandyal,2025-06,1.328395962570367
Andhra Pradesh,Nandyal,2025-07,-0.4257453684155723
Andhra Pradesh,Nandyal,2025-08,0.27000617838560936
Andhra Pradesh,Nandyal,2025-09,-1.9292246831935755
Andhra Pradesh,Nandyal,2025-10,-0.542042031243369
Andhra Pradesh,Nandyal,2025-11,-0.7191301314584236
Andhra Pradesh,Nandyal,2025-12,1.4059270711222314
Andhra Pradesh,Nellore,2025-01,2.568784620589403
Andhra Pradesh,Nellore,2025-02,-1.3829160390191337
Andhra Pradesh,Nellore,2025-03,-0.38769539195111175
Andhra Pradesh,Nellore,2025-04,-0.33014073513225484
Andhra Pradesh,Nellore,2025-05,-0.7176721726905124
Andhra Pradesh,Nellore,2025-06,-0.1462534749187713
Andhra Pradesh,Nellore,2025-07,-1.1679815802657982
Andhra Pradesh,Nellore,2025-08,0.15535003140820844
Andhra Pradesh,Nellore,2025-09,-0.2876069775325109
Andhra Pradesh,Nellore,2025-10,0.9649141656288767
Andhra Pradesh,Nellore,2025-11,0.2567435090991306
